date	Worldwide Profit	Domestic Profit	zero
3685	-4917248	-4983934	0
3686	-4991703	-4991703	0
3687	4109597	-5000000	0
3688	-431743	-5000000	0
3689	-3495040	-5000000	0
3690	-5000000	-5000000	0
3691	-5000000	-5000000	0
3692	-5000000	-5000000	0
3693	-5000000	-5000000	0
3694	-5000000	-5000000	0
3695	-5000000	-5000000	0
3696	-5000000	-5000000	0
3697	-5000000	-5000000	0
3698	-5000000	-5000000	0
3699	-5000000	-5000000	0
3700	-5000000	-5000000	0
3701	-5000000	-5000000	0
3702	-5000000	-5000000	0
3703	2274984	-4282772	0
3704	18447469	-4623099	0
3705	2024321	-4804067	0
3706	-4884802	-4884802	0
3707	29341390	19641806	0
3708	77441110	42526473	0
3709	222016	-3021047	0
3710	-1688237	-3496587	0
3711	3325872	3325872	0
3712	-2994861	-2994861	0
3713	-4460038	-4460038	0
3714	-4700000	-4700000	0
3715	-4700000	-4700000	0
3716	6361217	3361217	0
3717	-1120698	-1120698	0
3718	32151984	-1795126	0
3719	-1452615	-3259109	0
3720	4661711	-4085763	0
3721	-3631195	-4165583	0
3722	-3868233	-4599272	0
3723	76698894	76698894	0
3724	237781039	47586062	0
3725	43423795	43423795	0
3726	22592880	22592880	0
3727	8917292	8917292	0
3728	20844490	8584595	0
3729	5900000	5900000	0
3730	2507589	-701468	0
3731	2890108	-864518	0
3732	-1000000	-1000000	0
3733	7747682	-2377915	0
3734	928387	-2812689	0
3735	-3000000	-3000000	0
3736	4830465	-3099274	0
3737	2801393	-3229478	0
3738	-3786587	-3786587	0
3739	-3792115	-3792115	0
3740	-3477351	-4089759	0
3741	-4218553	-4218553	0
3742	18971871	-4288333	0
3743	-3282693	-4299442	0
3744	-4312888	-4312888	0
3745	56982	-4318345	0
3746	-2018075	-4391404	0
3747	-4407277	-4407277	0
3748	-4448043	-4448043	0
3749	-4488226	-4488226	0
3750	-4500000	-4500000	0
3751	-4500000	-4500000	0
3752	104581275	104581275	0
3753	31745695	31745695	0
3754	-4357373	-4357373	0
3755	35074600	16479666	0
3756	5858355	2646056	0
3757	5491282	-4100772	0
3758	5912403	-4111130	0
3759	1635247	1635247	0
3760	29710542	-2700812	0
3761	3878683	-3155961	0
3762	-4098260	-4098260	0
3763	-3886770	-4200000	0
3764	-4200000	-4200000	0
3765	-1487736	-1487736	0
3766	101124546	101124546	0
3767	83400000	83400000	0
3768	57587055	57587055	0
3769	113085297	40585453	0
3770	34251425	34251425	0
3771	32000000	32000000	0
3772	47919962	31423380	0
3773	45737350	27921127	0
3774	39766463	27273922	0
3775	46688615	21379975	0
3776	17750000	17750000	0
3777	32275469	16811365	0
3778	16008693	16008693	0
3779	17206861	13329487	0
3780	21448707	11179303	0
3781	11000000	11000000	0
3782	10400000	10400000	0
3783	10237880	10237880	0
3784	9000000	9000000	0
3785	23786849	8178602	0
3786	7744471	7744471	0
3787	6941801	6941801	0
3788	36107018	6525717	0
3789	6097096	6097096	0
3790	5821335	5821335	0
3791	15174817	5427026	0
3792	7083763	4243880	0
3793	4200000	4200000	0
3794	6770993	3836393	0
3795	3555256	3555256	0
3796	75250193	3159147	0
3797	4302995	3006708	0
3798	7799060	2525762	0
3799	2000000	2000000	0
3800	630045	630045	0
3801	219131	219131	0
3802	-183406	-183406	0
3803	-531428	-531428	0
3804	-1077012	-1077012	0
3805	-1206224	-1206224	0
3806	1966671	-1327587	0
3807	-141036	-1573149	0
3808	-2010965	-2569759	0
3809	-2084409	-2674927	0
3810	-2016404	-2934571	0
3811	-3026387	-3135041	0
3812	-3200000	-3200000	0
3813	230426	-3358946	0
3814	-3436289	-3436289	0
3815	-3600207	-3600207	0
3816	-3626625	-3626625	0
3817	-3645296	-3645296	0
3818	-3697796	-3697796	0
3819	-3615756	-3705756	0
3820	-3732028	-3732028	0
3821	-3814423	-3814423	0
3822	-3845644	-3845644	0
3823	-3853598	-3853598	0
3824	-3879984	-3879984	0
3825	-3924922	-3924922	0
3826	-3935641	-3935641	0
3827	-3965855	-3965855	0
3828	-3320518	-3966755	0
3829	-3979380	-3979380	0
3830	-3982361	-3982361	0
3831	-3987164	-3987164	0
3832	-3021473	-3990880	0
3833	-3995673	-3995673	0
3834	-3557450	-4000000	0
3835	-3936820	-4000000	0
3836	-4000000	-4000000	0
3837	-4000000	-4000000	0
3838	-4000000	-4000000	0
3839	-4000000	-4000000	0
3840	-4000000	-4000000	0
3841	-4000000	-4000000	0
3842	-4000000	-4000000	0
3843	-4000000	-4000000	0
3844	-4000000	-4000000	0
3845	386625192	194780470	0
3846	24450000	24450000	0
3847	5100000	5100000	0
3848	19889877	19889877	0
3849	-3758086	-3758086	0
3850	-3459070	-3779070	0
3851	-3785127	-3785127	0
3852	4231215	4231215	0
3853	-2571825	-3210715	0
3854	-1313889	-3439993	0
3855	-3705538	-3705538	0
3856	1283054	-216946	0
3857	-744000	-744000	0
3858	9724361	-993341	0
3859	-344952	-3673597	0
3860	41185053	41185053	0
3861	79953539	79953539	0
3862	78100000	78100000	0
3863	254345980	42357453	0
3864	24231527	24231527	0
3865	24378724	23909510	0
3866	14995444	14004595	0
3867	24204111	13918667	0
3868	10500000	10500000	0
3869	9500000	9500000	0
3870	9300000	9300000	0
3871	9100000	9100000	0
3872	8500000	8500000	0
3873	6805534	6805534	0
3874	10211141	5898667	0
3875	4500000	4500000	0
3876	37027719	2891436	0
3877	2890032	2890032	0
3878	2423044	2423044	0
3879	30504262	2304262	0
3880	-206742	-206742	0
3881	-2613590	-2613590	0
3882	2206638	-3246556	0
3883	-3278904	-3278904	0
3884	-3387075	-3393366	0
3885	-3403207	-3403207	0
3886	-2103605	-3472651	0
3887	-3490129	-3490129	0
3888	-3500000	-3500000	0
3889	-3500000	-3500000	0
3890	-3500000	-3500000	0
3891	-3500000	-3500000	0
3892	-3500000	-3500000	0
3893	-3500000	-3500000	0
3894	14859793	-2762815	0
3895	-3440000	-3440000	0
3896	129876359	74037223	0
3897	27663038	27663038	0
3898	17033227	1953586	0
3899	724277	-473435	0
3900	-2906095	-2906095	0
3901	-3388238	-3388238	0
3902	-3400000	-3400000	0
3903	30174334	9792006	0
3904	9105473	4793373	0
3905	28759295	4263397	0
3906	2122740	-3195743	0
3907	-3280125	-3280125	0
3908	-3300000	-3300000	0
3909	17355209	17355209	0
3910	3715361	3715361	0
3911	30864067	516810	0
3912	-3242320	-3242320	0
3913	30195426	30195426	0
3914	4800000	4800000	0
3915	11241158	3329624	0
3916	11114407	2590894	0
3917	-371410	-922604	0
3918	-2509128	-3143869	0
3919	3420000	3420000	0
3920	68460987	13401000	0
3921	-2976593	-3100000	0
3922	138600000	138600000	0
3923	174512032	81752907	0
3924	88000512	61473115	0
3925	121900000	48100000	0
3926	84727807	45086903	0
3927	35236338	35168022	0
3928	30300000	30300000	0
3929	29653000	29653000	0
3930	52188807	21788807	0
3931	24771629	21629916	0
3932	55240487	18576018	0
3933	18163999	18163999	0
3934	17966644	17966644	0
3935	17123742	17123742	0
3936	16184820	16184820	0
3937	21600000	15600000	0
3938	20046142	15492362	0
3939	14834917	14834917	0
3940	14570324	14570324	0
3941	14489009	14489009	0
3942	65452128	14052128	0
3943	12935068	12935068	0
3944	10654536	10654536	0
3945	10200000	10200000	0
3946	10000000	10000000	0
3947	9051924	8718595	0
3948	8052713	8052713	0
3949	7400000	7400000	0
3950	7172519	7027047	0
3951	7000000	7000000	0
3952	6017070	6017070	0
3953	6012000	6012000	0
3954	6981635	5823109	0
3955	20376973	5110621	0
3956	4888000	4888000	0
3957	4301115	4061128	0
3958	4000000	4000000	0
3959	3879730	3879730	0
3960	4777790	2853194	0
3961	2732587	2732587	0
3962	8322573	2529144	0
3963	27438635	1170647	0
3964	1142507	1142507	0
3965	1109095	1109095	0
3966	1570178	1033574	0
3967	1000000	1000000	0
3968	902679	902679	0
3969	959990	559990	0
3970	660880	446749	0
3971	705923	287435	0
3972	76820	76820	0
3973	8537539	-87394	0
3974	-91098	-151413	0
3975	2746453	-253547	0
3976	-270933	-270933	0
3977	-745000	-745000	0
3978	-1178017	-1178017	0
3979	-1675701	-1992465	0
3980	3239723	-2292609	0
3981	-2165047	-2296628	0
3982	9577401	-2553230	0
3983	2922292	-2625325	0
3984	-2673000	-2673000	0
3985	-2704507	-2704507	0
3986	-2747274	-2747274	0
3987	-2757377	-2757377	0
3988	-1977547	-2794158	0
3989	-2776348	-2798564	0
3990	-2836931	-2836931	0
3991	-2866589	-2866589	0
3992	-2884121	-2884121	0
3993	-2904796	-2904796	0
3994	-2921052	-2921052	0
3995	-2898227	-2948227	0
3996	-2960148	-2960148	0
3997	-2982000	-2982000	0
3998	-2994927	-2994927	0
3999	-2995345	-2995345	0
4000	-1954739	-3000000	0
4001	-2104068	-3000000	0
4002	-3000000	-3000000	0
4003	-3000000	-3000000	0
4004	-3000000	-3000000	0
4005	-3000000	-3000000	0
4006	-3000000	-3000000	0
4007	-3000000	-3000000	0
4008	-3000000	-3000000	0
4009	-3000000	-3000000	0
4010	-3000000	-3000000	0
4011	-3000000	-3000000	0
4012	-3000000	-3000000	0
4013	-3000000	-3000000	0
4014	-3000000	-3000000	0
4015	258681135	82100000	0
4016	14106158	3069553	0
4017	2100000	2100000	0
4018	227472	227472	0
4019	-2727133	-2798730	0
4020	-2874065	-2879222	0
4021	22116152	22116152	0
4022	3585262	831066	0
4023	83500000	83500000	0
4024	45770885	45770885	0
4025	20790772	19401798	0
4026	16370001	16370001	0
4027	-2325000	-2325000	0
4028	30934566	30934566	0
4029	2644447	-1797380	0
4030	35099643	35099643	0
4031	12900000	6354736	0
4032	28817561	-482439	0
4033	2677665	-2700000	0
4034	3914000	3914000	0
4035	-2633444	-2633444	0
4036	2736000	2736000	0
4037	116900000	116900000	0
4038	27793007	27793007	0
4039	530592	530592	0
4040	692333	-323632	0
4041	-2035526	-2560873	0
4042	4433931	-2600000	0
4043	-2528752	-2600000	0
4044	-2600000	-2600000	0
4045	-2600000	-2600000	0
4046	4660000	4660000	0
4047	57422558	37541683	0
4048	30849941	30849941	0
4049	29827255	29744051	0
4050	33528802	24282316	0
4051	32009813	23309813	0
4052	23033818	23033818	0
4053	11900000	11900000	0
4054	11381317	10511160	0
4055	9800000	9800000	0
4056	7500000	7500000	0
4057	4416951	4352971	0
4058	3901336	3901336	0
4059	2684616	2684616	0
4060	2434356	817468	0
4061	-486948	-486948	0
4062	-812452	-1217916	0
4063	-1230295	-1312734	0
4064	1338486	-1405002	0
4065	-1950368	-1950368	0
4066	9767275	-2067640	0
4067	-2010040	-2158103	0
4068	-1909645	-2175862	0
4069	-2325745	-2325745	0
4070	-2381334	-2381334	0
4071	-1992554	-2384496	0
4072	-2399720	-2399720	0
4073	-2391093	-2419864	0
4074	-2427740	-2427790	0
4075	-2464983	-2464983	0
4076	-2490402	-2490402	0
4077	-2500000	-2500000	0
4078	-2500000	-2500000	0
4079	-2500000	-2500000	0
4080	-2500000	-2500000	0
4081	-2500000	-2500000	0
4082	-2267642	-2269763	0
4083	3260056	3260056	0
4084	-1339582	-1391151	0
4085	-1899704	-1955907	0
4086	6359576	-2052081	0
4087	1139000	1139000	0
4088	8700000	8700000	0
4089	-1734408	-1734408	0
4090	-2270616	-2270616	0
4091	-2300000	-2300000	0
4092	-2300000	-2300000	0
4093	81040000	81040000	0
4094	31735198	31735198	0
4095	38958757	38958757	0
4096	18474880	18474880	0
4097	-1811610	-1811610	0
4098	-2200000	-2200000	0
4099	6972000	6972000	0
4100	-2122135	-2160000	0
4101	-2150000	-2150000	0
4102	21500000	21500000	0
4103	-718176	-1218176	0
4104	-1786564	-1786564	0
4105	21166821	-2100000	0
4106	-2100000	-2100000	0
4107	-2100000	-2100000	0
4108	33185884	32522221	0
4109	28703845	23584685	0
4110	76900000	22800000	0
4111	22600832	22600832	0
4112	22464742	22464742	0
4113	22379978	22379978	0
4114	16344729	16344729	0
4115	16016290	16016290	0
4116	18649774	12674077	0
4117	11129846	11129846	0
4118	14610760	10739737	0
4119	9546543	9546543	0
4120	18741000	9540607	0
4121	79197047	9284657	0
4122	7250000	7250000	0
4123	7172000	7172000	0
4124	5800000	5800000	0
4125	5600000	5600000	0
4126	5369373	5369373	0
4127	15100523	4998643	0
4128	5756617	4719300	0
4129	14131551	4531503	0
4130	6685632	4003587	0
4131	9293790	3792822	0
4132	18883834	3383834	0
4133	7505996	2601043	0
4134	13396525	2593598	0
4135	5799257	2311834	0
4136	2000000	2000000	0
4137	7615464	1885134	0
4138	4225304	1337931	0
4139	4030230	1330230	0
4140	1438804	512846	0
4141	11912289	283849	0
4142	77844	72645	0
4143	-14708	-14708	0
4144	9263263	-214495	0
4145	-339135	-339135	0
4146	419669	-422713	0
4147	-566681	-566681	0
4148	-847589	-847589	0
4149	-865642	-865642	0
4150	-130072	-1022228	0
4151	-1346379	-1346379	0
4152	-1363294	-1363294	0
4153	-946782	-1384059	0
4154	-1460039	-1462052	0
4155	-336704	-1609341	0
4156	-1533894	-1611468	0
4157	350641	-1652422	0
4158	-1695398	-1695398	0
4159	-1377194	-1800824	0
4160	-1875506	-1875506	0
4161	-1878193	-1878193	0
4162	226603	-1879380	0
4163	-1897355	-1897355	0
4164	-1927456	-1927456	0
4165	-1927723	-1927723	0
4166	46090	-1944798	0
4167	-1923346	-1950612	0
4168	-1962773	-1962773	0
4169	-1969045	-1969045	0
4170	-1979000	-1979000	0
4171	-1982104	-1982104	0
4172	-1987333	-1987333	0
4173	-1989976	-1989976	0
4174	2294373	-1992679	0
4175	-1989321	-1992706	0
4176	-1994639	-1994639	0
4177	-1997564	-1997564	0
4178	1620902	-2000000	0
4179	151887	-2000000	0
4180	-1894623	-2000000	0
4181	-2000000	-2000000	0
4182	-2000000	-2000000	0
4183	-2000000	-2000000	0
4184	-2000000	-2000000	0
4185	-2000000	-2000000	0
4186	-2000000	-2000000	0
4187	-2000000	-2000000	0
4188	-2000000	-2000000	0
4189	-2000000	-2000000	0
4190	-2000000	-2000000	0
4191	-2000000	-2000000	0
4192	-2000000	-2000000	0
4193	-2000000	-2000000	0
4194	-2000000	-2000000	0
4195	-2000000	-2000000	0
4196	-2000000	-2000000	0
4197	-2000000	-2000000	0
4198	-2000000	-2000000	0
4199	19282640	-943507	0
4200	-1950000	-1950000	0
4201	2700000	2700000	0
4202	3717067	1062242	0
4203	5885229	-454634	0
4204	-454860	-479422	0
4205	-1421405	-1421405	0
4206	2681937	-1432398	0
4207	-1159068	-1493784	0
4208	8237234	-1677902	0
4209	-1760683	-1881565	0
4210	-1900000	-1900000	0
4211	68365900	39234350	0
4212	24078153	24078153	0
4213	23704513	23704513	0
4214	20111774	10995746	0
4215	7364370	7364370	0
4216	7000000	7000000	0
4217	6200000	6200000	0
4218	5000000	5000000	0
4219	3919000	3919000	0
4220	1250934	1250934	0
4221	-957307	-958944	0
4222	-1161524	-1161524	0
4223	-477839	-1293207	0
4224	-1799327	-1799327	0
4225	-1800000	-1800000	0
4226	-1800000	-1800000	0
4227	-1800000	-1800000	0
4228	-1800000	-1800000	0
4229	-1800000	-1800000	0
4230	21129194	5517324	0
4231	-1115197	-1604460	0
4232	-471529	-1656949	0
4233	-1750000	-1750000	0
4234	40437871	34230604	0
4235	8000000	8000000	0
4236	10531500	2531500	0
4237	807159	807159	0
4238	1095685	243649	0
4239	3027375	-699085	0
4240	-1038779	-1303965	0
4241	28850000	28850000	0
4242	2356000	2356000	0
4243	4426908	4426908	0
4244	3800000	3800000	0
4245	2820000	2820000	0
4246	995644	995644	0
4247	12653760	-539409	0
4248	-1180572	-1180572	0
4249	-1454618	-1454618	0
4250	-1470681	-1470681	0
4251	1027795	-1572205	0
4252	-1596736	-1596736	0
4253	98370886	52509150	0
4254	28851664	19658188	0
4255	20687264	17567631	0
4256	13033681	13033681	0
4257	10306119	10306119	0
4258	7500000	7500000	0
4259	9691423	5872734	0
4260	18769578	5769578	0
4261	7845061	5525722	0
4262	5500000	5500000	0
4263	53500000	3600000	0
4264	3546118	3546118	0
4265	2628828	1991669	0
4266	1092308	908553	0
4267	800000	800000	0
4268	680752	680752	0
4269	1230877	190913	0
4270	10912889	-277111	0
4271	-334119	-334119	0
4272	-373742	-787706	0
4273	-1081047	-1081047	0
4274	-1085596	-1097142	0
4275	119602	-1121824	0
4276	-1127761	-1137761	0
4277	-1305432	-1305432	0
4278	-1315295	-1315295	0
4279	-1259604	-1324719	0
4280	-1326934	-1326934	0
4281	-1336755	-1336755	0
4282	-1360916	-1360916	0
4283	-1380159	-1380159	0
4284	-1386831	-1386831	0
4285	-1327431	-1424172	0
4286	-1447571	-1447571	0
4287	-1468084	-1496135	0
4288	-1441308	-1500000	0
4289	-1500000	-1500000	0
4290	-1500000	-1500000	0
4291	-1500000	-1500000	0
4292	-1500000	-1500000	0
4293	-1500000	-1500000	0
4294	-1500000	-1500000	0
4295	-1500000	-1500000	0
4296	-1500000	-1500000	0
4297	183437485	183437485	0
4298	1165000	1165000	0
4299	-138208	-1095876	0
4300	-1343927	-1363170	0
4301	-1398368	-1398368	0
4302	-1400000	-1400000	0
4303	-1400000	-1400000	0
4304	-1400000	-1400000	0
4305	-1377800	-1377800	0
4306	26822686	2364067	0
4307	-396000	-396000	0
4308	3973000	1568000	0
4309	347780	347780	0
4310	-550259	-550259	0
4311	-294160	-604160	0
4312	-664695	-664695	0
4313	-690958	-690958	0
4314	-1011249	-1011249	0
4315	-1089096	-1089096	0
4316	-970379	-1199642	0
4317	-1209787	-1222245	0
4318	-1288722	-1288722	0
4319	438379	-1296229	0
4320	-1300000	-1300000	0
4321	-1300000	-1300000	0
4322	-1300000	-1300000	0
4323	4712000	4712000	0
4324	20472776	20472776	0
4325	9750000	9750000	0
4326	3450000	3450000	0
4327	1600357	1600357	0
4328	1250000	1250000	0
4329	-1250000	-1250000	0
4330	-1250000	-1250000	0
4331	138676417	138676417	0
4332	102680027	54768727	0
4333	34476707	22476707	0
4334	25825600	12676974	0
4335	9627356	7980275	0
4336	5800000	5800000	0
4337	5800000	5800000	0
4338	4900000	4900000	0
4339	2500000	2500000	0
4340	1659955	1659955	0
4341	1632029	1632029	0
4342	1309344	1005627	0
4343	800000	800000	0
4344	-313000	-313000	0
4345	-604982	-604982	0
4346	-945000	-945000	0
4347	-1141064	-1141064	0
4348	-1173392	-1173392	0
4349	-1192174	-1192174	0
4350	-1118662	-1200000	0
4351	-1200000	-1200000	0
4352	-1200000	-1200000	0
4353	-1200000	-1200000	0
4354	-1200000	-1200000	0
4355	-1200000	-1200000	0
4356	-1200000	-1200000	0
4357	-1200000	-1200000	0
4358	-1200000	-1200000	0
4359	-1200000	-1200000	0
4360	62627092	59605732	0
4361	17548274	14999543	0
4362	-710659	-1118987	0
4363	27905064	15086348	0
4364	8197407	3005123	0
4365	255728	255728	0
4366	-852260	-852260	0
4367	-1043509	-1043509	0
4368	-1018629	-1060341	0
4369	-1097364	-1097364	0
4370	-1100000	-1100000	0
4371	-1100000	-1100000	0
4372	-1100000	-1100000	0
4373	-1100000	-1100000	0
4374	-1100000	-1100000	0
4375	4278767	-905351	0
4376	9423500	9423500	0
4377	224000000	116235147	0
4378	100758489	52261944	0
4379	36600000	36600000	0
4380	54318928	31482090	0
4381	27262574	27262574	0
4382	51438751	22814997	0
4383	20378361	20378361	0
4384	37390020	17119640	0
4385	16985000	16985000	0
4386	58567035	15067035	0
4387	12323420	12323420	0
4388	14943081	9047674	0
4389	9037390	9037390	0
4390	15566240	8737892	0
4391	15553163	8015303	0
4392	8000000	8000000	0
4393	8000000	8000000	0
4394	6800000	6800000	0
4395	10495204	5002451	0
4396	15040241	4371629	0
4397	4355847	4355847	0
4398	4797192	4284309	0
4399	4892466	3946250	0
4400	3731944	3417674	0
4401	2456820	2386698	0
4402	2324070	2122616	0
4403	4438911	1981038	0
4404	2553253	1678010	0
4405	5030129	1511476	0
4406	2575308	1402459	0
4407	1208051	950218	0
4408	1022442	744858	0
4409	849392	678874	0
4410	559610	231303	0
4411	438368	184656	0
4412	1676556	59830	0
4413	59916	-17786	0
4414	-147794	-147794	0
4415	413577	-232993	0
4416	179462	-376209	0
4417	1721096	-378141	0
4418	-372713	-417976	0
4419	-431338	-431338	0
4420	-296980	-450334	0
4421	-457091	-457091	0
4422	-513081	-513081	0
4423	-524633	-535874	0
4424	-526231	-553835	0
4425	-571465	-571465	0
4426	-160855	-719649	0
4427	-695528	-725339	0
4428	-772759	-772759	0
4429	-786863	-786863	0
4430	-784441	-855399	0
4431	-886567	-886567	0
4432	-897188	-898785	0
4433	-903266	-903266	0
4434	549000	-951000	0
4435	-951236	-951236	0
4436	-958000	-958000	0
4437	-977566	-977566	0
4438	-978790	-978790	0
4439	-982873	-982873	0
4440	-984844	-984844	0
4441	-987004	-987004	0
4442	-988426	-988426	0
4443	-155623	-989213	0
4444	-973178	-992798	0
4445	-993130	-993130	0
4446	-994506	-994506	0
4447	-996300	-996300	0
4448	-999116	-999116	0
4449	-999297	-999297	0
4450	-994618	-1000000	0
4451	-1000000	-1000000	0
4452	-1000000	-1000000	0
4453	-1000000	-1000000	0
4454	-1000000	-1000000	0
4455	-1000000	-1000000	0
4456	-1000000	-1000000	0
4457	-1000000	-1000000	0
4458	-1000000	-1000000	0
4459	-1000000	-1000000	0
4460	-1000000	-1000000	0
4461	-1000000	-1000000	0
4462	-1000000	-1000000	0
4463	-1000000	-1000000	0
4464	-1000000	-1000000	0
4465	-1000000	-1000000	0
4466	-1000000	-1000000	0
4467	-1000000	-1000000	0
4468	-1000000	-1000000	0
4469	-1000000	-1000000	0
4470	-1000000	-1000000	0
4471	-980842	-980842	0
4472	7317066	74640	0
4473	-136315	-136315	0
4474	-950000	-950000	0
4475	-950000	-950000	0
4476	-899095	-899095	0
4477	-913000	-913000	0
4478	8690000	8690000	0
4479	16028069	15198998	0
4480	11093156	296321	0
4481	58978	-445879	0
4482	-518580	-518580	0
4483	-893003	-893003	0
4484	-900000	-900000	0
4485	-900000	-900000	0
4486	534038	401749	0
4487	15708	-16882	0
4488	-407362	-407362	0
4489	-850000	-850000	0
4490	-850000	-850000	0
4491	2947689	2263407	0
4492	675711	675711	0
4493	-214224	-825000	0
4494	-803091	-820000	0
4495	23626169	6298492	0
4496	4234794	3398137	0
4497	2100578	1273984	0
4498	81950	81950	0
4499	-599567	-599567	0
4500	-428353	-655417	0
4501	-737456	-737456	0
4502	-741837	-741837	0
4503	1394020	-753258	0
4504	-764312	-764312	0
4505	-337794	-770937	0
4506	-800000	-800000	0
4507	530470	530470	0
4508	139223000	114223000	0
4509	-775000	-775000	0
4510	6962436	6956436	0
4511	4770368	4770368	0
4512	3672318	3260957	0
4513	261535	-671604	0
4514	-690344	-690344	0
4515	-702671	-702671	0
4516	-520750	-708804	0
4517	64801	-730633	0
4518	1210521	-750000	0
4519	-750000	-750000	0
4520	-750000	-750000	0
4521	-702434	-702434	0
4522	7270000	7270000	0
4523	11046701	7046701	0
4524	4157731	2578611	0
4525	4211725	1997938	0
4526	440965	440965	0
4527	-689492	-689492	0
4528	-698840	-700000	0
4529	-700000	-700000	0
4530	9328000	9328000	0
4531	23142000	23142000	0
4532	1651777	1651777	0
4533	-478038	-478038	0
4534	-650000	-650000	0
4535	-625188	-640000	0
4536	-625000	-625000	0
4537	2593000	1173000	0
4538	247700000	139939099	0
4539	33905110	33905110	0
4540	19400000	14400000	0
4541	3700000	3700000	0
4542	-426401	-426401	0
4543	-557443	-557443	0
4544	-576384	-576384	0
4545	-514657	-584970	0
4546	-600000	-600000	0
4547	-600000	-600000	0
4548	-600000	-600000	0
4549	977860	977860	0
4550	-556291	-556291	0
4551	342000	342000	0
4552	59204601	39204601	0
4553	4719990	4719990	0
4554	-540889	-540889	0
4555	-546173	-546173	0
4556	32973297	32956317	0
4557	31059560	31059560	0
4558	55018641	30000882	0
4559	16500000	16500000	0
4560	8815135	7545515	0
4561	8908027	5239376	0
4562	3324868	3277210	0
4563	2675921	2619555	0
4564	1547570	1547570	0
4565	750798	750798	0
4566	631261	631261	0
4567	1471479	627331	0
4568	667524	615313	0
4569	611615	611615	0
4570	527228	485341	0
4571	848750	103951	0
4572	-92900	-156294	0
4573	-132418	-165959	0
4574	-191207	-192369	0
4575	-228264	-228264	0
4576	-245707	-245707	0
4577	5139730	-262699	0
4578	102789	-345813	0
4579	-347551	-347551	0
4580	-209243	-365891	0
4581	180914	-399630	0
4582	-445000	-445000	0
4583	-446799	-447150	0
4584	-467967	-467967	0
4585	-480200	-480200	0
4586	42262227	-484567	0
4587	-486866	-486866	0
4588	-487768	-487768	0
4589	-422879	-493160	0
4590	-495866	-495866	0
4591	-498178	-498178	0
4592	-498222	-498222	0
4593	2500000	-500000	0
4594	1641436	-500000	0
4595	-492110	-500000	0
4596	-500000	-500000	0
4597	-500000	-500000	0
4598	-500000	-500000	0
4599	-500000	-500000	0
4600	-500000	-500000	0
4601	-500000	-500000	0
4602	-500000	-500000	0
4603	-500000	-500000	0
4604	-500000	-500000	0
4605	-500000	-500000	0
4606	-500000	-500000	0
4607	-500000	-500000	0
4608	-500000	-500000	0
4609	-500000	-500000	0
4610	-500000	-500000	0
4611	-500000	-500000	0
4612	-475000	-475000	0
4613	193733034	107468810	0
4614	2262293	2262293	0
4615	3793996	1625743	0
4616	349	-39081	0
4617	847745	-70582	0
4618	-427377	-436196	0
4619	-436514	-436514	0
4620	-450000	-450000	0
4621	-450000	-450000	0
4622	1842000	999000	0
4623	2508000	2508000	0
4624	-413202	-413202	0
4625	-58724	-58724	0
4626	45722713	44140956	0
4627	4628948	3027696	0
4628	2397199	1292693	0
4629	1200566	893295	0
4630	255538	255538	0
4631	762014	192014	0
4632	33588	33588	0
4633	-273613	-273613	0
4634	-310866	-310866	0
4635	-355548	-355548	0
4636	-368575	-368575	0
4637	-399577	-399577	0
4638	-400000	-400000	0
4639	-400000	-400000	0
4640	-400000	-400000	0
4641	-400000	-400000	0
4642	-385907	-385907	0
4643	3979000	2421000	0
4644	29025000	2025000	0
4645	242172	242172	0
4646	9650000	9650000	0
4647	3650000	3650000	0
4648	1415708	1173883	0
4649	-39109	-103426	0
4650	-265311	-265311	0
4651	-340882	-340882	0
4652	-350000	-350000	0
4653	-340000	-340000	0
4654	69675000	46675000	0
4655	2175000	2175000	0
4656	1050407	-212752	0
4657	1403108	965188	0
4658	7508524	7418961	0
4659	2343618	2328829	0
4660	3240733	2198144	0
4661	2225984	1352472	0
4662	1116046	565695	0
4663	73615	73615	0
4664	99908	-44077	0
4665	-212736	-212736	0
4666	-260525	-260525	0
4667	-266688	-266688	0
4668	1766892	-283108	0
4669	-289124	-289124	0
4670	-289760	-289760	0
4671	-300000	-300000	0
4672	-300000	-300000	0
4673	-300000	-300000	0
4674	-300000	-300000	0
4675	-300000	-300000	0
4676	-300000	-300000	0
4677	-300000	-300000	0
4678	-300000	-300000	0
4679	-290000	-290000	0
4680	560700	49285	0
4681	23644000	23644000	0
4682	14905095	11756514	0
4683	4363482	3960379	0
4684	3559226	3552390	0
4685	3481489	3145391	0
4686	2227155	1960408	0
4687	907672	805671	0
4688	1116235	652835	0
4689	8719065	239220	0
4690	493216	-37715	0
4691	-46866	-46866	0
4692	-58138	-58138	0
4693	-71905	-71905	0
4694	-182335	-182335	0
4695	-190329	-190329	0
4696	-198460	-198460	0
4697	-12184	-200228	0
4698	33809	-204339	0
4699	-231177	-231177	0
4700	-229372	-231805	0
4701	-237152	-237152	0
4702	-250000	-250000	0
4703	-250000	-250000	0
4704	-250000	-250000	0
4705	-250000	-250000	0
4706	-250000	-250000	0
4707	-250000	-250000	0
4708	-250000	-250000	0
4709	-250000	-250000	0
4710	-250000	-250000	0
4711	-250000	-250000	0
4712	-250000	-250000	0
4713	-250000	-250000	0
4714	-250000	-250000	0
4715	21755000	10755000	0
